Old stable ID, New stable ID, Release, Mapping score
Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000010642.1, ENSGALG00000010642.2, 36, 0
ENSGALG00000010642.2, ENSGALG00000010642.3, 42, 0.544016
ENSGALG00000010642.3, ENSGALG00000010642.3, 45, 1
ENSGALG00000010642.3, ENSGALG00000010642.3, 51, 1
ENSGALG00000010642.3, ENSGALG00000010642.3, 53, 1
ENSGALG00000010642.3, ENSGALG00000010642.4, 71, 0.857773
ENSGALG00000010642.4, ENSGALG00000010642.5, 86, 0.895095
ENSGALG00000010642.5, ENSGALG00000010642.6, 87, 0.991372
ENSGALG00000010642.6, ENSGALG00000010642.7, 95, 0.808127
ENSGALG00000010642.7, ENSGALG00000010642.8, 104, 0.749246

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000016090.1, ENSGALG00000016090.2, 36, 0
ENSGALG00000016090.2, ENSGALG00000016090.3, 42, 0.324086
ENSGALG00000016090.3, ENSGALG00000016090.3, 45, 1
ENSGALG00000016090.3, ENSGALG00000016090.3, 51, 1
ENSGALG00000016090.3, ENSGALG00000016090.3, 53, 1
ENSGALG00000016090.3, ENSGALG00000016090.4, 71, 0.776775
ENSGALG00000016090.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000007520.1, ENSGALG00000007520.2, 36, 0
ENSGALG00000007520.2, ENSGALG00000007520.3, 42, 0.574416
ENSGALG00000007520.3, ENSGALG00000007520.3, 45, 1
ENSGALG00000007520.3, ENSGALG00000007520.3, 51, 1
ENSGALG00000007520.3, ENSGALG00000007520.3, 53, 1
ENSGALG00000007520.3, ENSGALG00000007520.4, 71, 0.990748
ENSGALG00000007520.4, ENSGALG00000007520.5, 86, 0.999621
ENSGALG00000007520.5, ENSGALG00000007520.6, 87, 0.999621
ENSGALG00000007520.6, ENSGALG00000007520.7, 95, 0.990991
ENSGALG00000007520.7, ENSGALG00000007520.8, 104, 0.899519

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000022940.1, ENSGALG00000022940.1, 45, 1
ENSGALG00000022940.1, ENSGALG00000022940.1, 51, 1
ENSGALG00000022940.1, ENSGALG00000022940.1, 53, 1
ENSGALG00000022940.1, ENSGALG00000022940.2, 71, 0.173176
ENSGALG00000022940.2, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000023195.1, ENSGALG00000023195.1, 45, 1
ENSGALG00000023195.1, ENSGALG00000023195.1, 51, 1
ENSGALG00000023195.1, ENSGALG00000023195.1, 53, 1
ENSGALG00000023195.1, ENSGALG00000023195.2, 71, 0.552519
ENSGALG00000023195.2, ENSGALG00000023195.3, 86, 0.789001
ENSGALG00000023195.3, ENSGALG00000023195.4, 95, 0.671869
ENSGALG00000023195.4, ENSGALG00000023195.5, 104, 0.627323

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000009129.1, ENSGALG00000009129.2, 36, 0
ENSGALG00000009129.2, ENSGALG00000009129.3, 42, 0.220183
ENSGALG00000009129.3, ENSGALG00000009129.3, 45, 1
ENSGALG00000009129.3, ENSGALG00000009129.3, 51, 1
ENSGALG00000009129.3, ENSGALG00000009129.3, 53, 1
ENSGALG00000009129.3, ENSGALG00000009129.4, 71, 0.829542
ENSGALG00000009129.4, ENSGALG00000009129.5, 86, 0.831931
ENSGALG00000009129.5, ENSGALG00000009129.6, 95, 0.999653
ENSGALG00000009129.6, ENSGALG00000009129.7, 104, 0.908289

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000004508.1, ENSGALG00000004508.2, 36, 0
ENSGALG00000004508.2, ENSGALG00000004508.3, 42, 0.842302
ENSGALG00000004508.3, ENSGALG00000004508.3, 45, 1
ENSGALG00000004508.3, ENSGALG00000004508.3, 51, 1
ENSGALG00000004508.3, ENSGALG00000004508.3, 53, 1
ENSGALG00000004508.3, ENSGALG00000004508.4, 71, 0.870709
ENSGALG00000004508.4, ENSGALG00000004508.5, 86, 0.935454
ENSGALG00000004508.5, ENSGALG00000004508.6, 87, 0.997545
ENSGALG00000004508.6, ENSGALG00000004508.7, 95, 0.951923
ENSGALG00000004508.7, ENSGALG00000004508.8, 104, 0.942668

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000013481.1, ENSGALG00000013481.1, 36, 1
ENSGALG00000013481.1, ENSGALG00000013481.2, 42, 0.606565
ENSGALG00000013481.2, ENSGALG00000013481.2, 45, 1
ENSGALG00000013481.2, ENSGALG00000013481.2, 51, 1
ENSGALG00000013481.2, ENSGALG00000013481.2, 53, 1
ENSGALG00000013481.2, ENSGALG00000013481.3, 71, 0.622424
ENSGALG00000013481.3, ENSGALG00000013481.4, 95, 0.856209
ENSGALG00000013481.4, ENSGALG00000013481.5, 104, 0.786577

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000013342.1, ENSGALG00000013342.2, 36, 0
ENSGALG00000013342.2, ENSGALG00000013342.3, 42, 0.889571
ENSGALG00000013342.3, ENSGALG00000013342.3, 45, 1
ENSGALG00000013342.3, ENSGALG00000013342.3, 51, 1
ENSGALG00000013342.3, ENSGALG00000013342.3, 53, 1
ENSGALG00000013342.3, ENSGALG00000013342.4, 86, 0.581972
ENSGALG00000013342.4, ENSGALG00000013342.5, 95, 0.914086
ENSGALG00000013342.5, ENSGALG00000013342.6, 104, 0.985178

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000019711.1, ENSGALG00000019711.2, 42, 0.887356
ENSGALG00000019711.2, ENSGALG00000019711.2, 45, 1
ENSGALG00000019711.2, ENSGALG00000019711.2, 51, 1
ENSGALG00000019711.2, ENSGALG00000019711.2, 53, 1
ENSGALG00000019711.2, ENSGALG00000019711.3, 71, 0.973564
ENSGALG00000019711.3, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000007690.1, ENSGALG00000007690.2, 36, 0
ENSGALG00000007690.2, ENSGALG00000007690.3, 42, 0.781569
ENSGALG00000007690.3, ENSGALG00000007690.3, 45, 1
ENSGALG00000007690.3, ENSGALG00000007690.3, 51, 1
ENSGALG00000007690.3, ENSGALG00000007690.3, 53, 1
ENSGALG00000007690.3, ENSGALG00000007690.4, 71, 0.490522
ENSGALG00000007690.4, ENSGALG00000007690.5, 86, 0.783655
ENSGALG00000007690.5, ENSGALG00000007690.6, 95, 0.99
ENSGALG00000007690.6, ENSGALG00000007690.7, 104, 0.453955

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000016462.1, ENSGALG00000016462.2, 36, 0
ENSGALG00000016462.2, ENSGALG00000016462.3, 42, 0.542983
ENSGALG00000016462.3, ENSGALG00000016462.3, 45, 1
ENSGALG00000016462.3, ENSGALG00000016462.3, 51, 1
ENSGALG00000016462.3, ENSGALG00000016462.3, 53, 1
ENSGALG00000016462.3, ENSGALG00000016462.4, 71, 0.793344
ENSGALG00000016462.4, ENSGALG00000016462.5, 86, 0.96088
ENSGALG00000016462.5, ENSGALG00000016462.6, 95, 0.827997
ENSGALG00000016462.6, ENSGALG00000016462.7, 104, 0.640215

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000005839.1, ENSGALG00000005839.2, 36, 0
ENSGALG00000005839.2, ENSGALG00000005839.3, 42, 0.797768
ENSGALG00000005839.3, ENSGALG00000005839.3, 45, 1
ENSGALG00000005839.3, ENSGALG00000005839.3, 51, 1
ENSGALG00000005839.3, ENSGALG00000005839.3, 53, 1
ENSGALG00000005839.3, ENSGALG00000005839.4, 71, 0.647186
ENSGALG00000005839.4, ENSGALG00000005839.5, 86, 0.805547
ENSGALG00000005839.5, ENSGALG00000005839.6, 95, 0.795495
ENSGALG00000005839.6, ENSGALG00000005839.7, 104, 0.453696

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000013136.1, ENSGALG00000013136.2, 36, 0
ENSGALG00000013136.2, ENSGALG00000013136.3, 42, 0.541881
ENSGALG00000013136.3, ENSGALG00000013136.3, 45, 1
ENSGALG00000013136.3, ENSGALG00000013136.3, 51, 1
ENSGALG00000013136.3, ENSGALG00000013136.3, 53, 1
ENSGALG00000013136.3, ENSGALG00000013136.4, 71, 0.634796
ENSGALG00000013136.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000016059.1, ENSGALG00000016059.2, 36, 0
ENSGALG00000016059.2, ENSGALG00000016059.3, 42, 0.996001
ENSGALG00000016059.3, ENSGALG00000016059.3, 45, 1
ENSGALG00000016059.3, ENSGALG00000016059.3, 51, 1
ENSGALG00000016059.3, ENSGALG00000016059.3, 53, 1
ENSGALG00000016059.3, ENSGALG00000016059.4, 71, 0.829179
ENSGALG00000016059.4, ENSGALG00000016059.5, 86, 0.987359
ENSGALG00000016059.5, ENSGALG00000016059.6, 87, 0.987359
ENSGALG00000016059.6, ENSGALG00000016059.7, 95, 0.878246
ENSGALG00000016059.7, ENSGALG00000016059.8, 104, 0.519908

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000003169.1, ENSGALG00000003169.2, 36, 0
ENSGALG00000003169.2, ENSGALG00000003169.3, 42, 0.166749
ENSGALG00000003169.3, ENSGALG00000003169.3, 45, 1
ENSGALG00000003169.3, ENSGALG00000003169.3, 51, 1
ENSGALG00000003169.3, ENSGALG00000003169.3, 53, 1
ENSGALG00000003169.3, ENSGALG00000003169.4, 71, 0.575102
ENSGALG00000003169.4, ENSGALG00000003169.5, 86, 0.655902
ENSGALG00000003169.5, ENSGALG00000003169.6, 87, 0.8758
ENSGALG00000003169.6, ENSGALG00000003169.7, 95, 0.810323
ENSGALG00000003169.7, ENSGALG00000003169.8, 104, 0.650837

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000004819.1, ENSGALG00000004819.2, 36, 0
ENSGALG00000004819.2, ENSGALG00000004819.3, 42, 0.366707
ENSGALG00000004819.3, ENSGALG00000004819.3, 45, 1
ENSGALG00000004819.3, ENSGALG00000004819.3, 51, 1
ENSGALG00000004819.3, ENSGALG00000004819.3, 53, 1
ENSGALG00000004819.3, ENSGALG00000004819.4, 71, 0.711375
ENSGALG00000004819.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000004898.1, ENSGALG00000004898.2, 36, 0
ENSGALG00000004898.2, ENSGALG00000004898.3, 42, 0.594381
ENSGALG00000004898.3, ENSGALG00000004898.3, 45, 1
ENSGALG00000004898.3, ENSGALG00000004898.3, 51, 1
ENSGALG00000004898.3, ENSGALG00000004898.3, 53, 1
ENSGALG00000004898.3, ENSGALG00000004898.4, 71, 0.262113
ENSGALG00000004898.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000007056.1, ENSGALG00000007056.2, 36, 0
ENSGALG00000007056.2, ENSGALG00000007056.2, 42, 0.942936
ENSGALG00000007056.2, ENSGALG00000007056.2, 45, 1
ENSGALG00000007056.2, ENSGALG00000007056.2, 51, 1
ENSGALG00000007056.2, ENSGALG00000007056.2, 53, 1
ENSGALG00000007056.2, ENSGALG00000007056.3, 71, 0.807414
ENSGALG00000007056.3, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000012304.1, ENSGALG00000012304.2, 36, 0
ENSGALG00000012304.2, ENSGALG00000012304.3, 42, 0.413082
ENSGALG00000012304.3, ENSGALG00000012304.3, 45, 1
ENSGALG00000012304.3, ENSGALG00000012304.3, 51, 1
ENSGALG00000012304.3, ENSGALG00000012304.3, 53, 1
ENSGALG00000012304.3, ENSGALG00000012304.4, 71, 0.967861
ENSGALG00000012304.4, ENSGALG00000012304.5, 86, 0.978075
ENSGALG00000012304.5, ENSGALG00000012304.6, 87, 0.943013
ENSGALG00000012304.6, ENSGALG00000012304.7, 95, 0.97914
ENSGALG00000012304.7, ENSGALG00000012304.8, 104, 0.912287

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000000177.1, ENSGALG00000000177.2, 36, 0
ENSGALG00000000177.2, ENSGALG00000000177.3, 42, 0.470621
ENSGALG00000000177.3, ENSGALG00000000177.3, 45, 1
ENSGALG00000000177.3, ENSGALG00000000177.3, 51, 1
ENSGALG00000000177.3, ENSGALG00000000177.3, 53, 1
ENSGALG00000000177.3, ENSGALG00000000177.4, 71, 0.223368
ENSGALG00000000177.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000009875.1, ENSGALG00000009875.2, 36, 0
ENSGALG00000009875.2, ENSGALG00000009875.3, 42, 0.713178
ENSGALG00000009875.3, ENSGALG00000009875.3, 45, 1
ENSGALG00000009875.3, ENSGALG00000009875.3, 51, 1
ENSGALG00000009875.3, ENSGALG00000009875.3, 53, 1
ENSGALG00000009875.3, ENSGALG00000009875.4, 86, 0.447326
ENSGALG00000009875.4, ENSGALG00000009875.5, 95, 0.99
ENSGALG00000009875.5, <retired>, 104, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000003739.1, ENSGALG00000003739.2, 36, 0
ENSGALG00000003739.2, ENSGALG00000003739.3, 42, 0.569877
ENSGALG00000003739.3, ENSGALG00000003739.3, 45, 1
ENSGALG00000003739.3, ENSGALG00000003739.3, 51, 1
ENSGALG00000003739.3, ENSGALG00000003739.3, 53, 1
ENSGALG00000003739.3, ENSGALG00000003739.4, 71, 0.798481
ENSGALG00000003739.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000017528.1, ENSGALG00000017528.1, 36, 1
ENSGALG00000017528.1, ENSGALG00000017528.2, 42, 0.547962
ENSGALG00000017528.2, ENSGALG00000017528.2, 45, 1
ENSGALG00000017528.2, ENSGALG00000017528.2, 51, 1
ENSGALG00000017528.2, ENSGALG00000017528.2, 53, 1
ENSGALG00000017528.2, ENSGALG00000017528.3, 71, 0.67567
ENSGALG00000017528.3, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000021570.1, ENSGALG00000021570.1, 42, 1
ENSGALG00000021570.1, ENSGALG00000021570.1, 45, 1
ENSGALG00000021570.1, ENSGALG00000021570.1, 51, 1
ENSGALG00000021570.1, ENSGALG00000021570.1, 53, 1
ENSGALG00000021570.1, ENSGALG00000021570.2, 86, 0.911039
ENSGALG00000021570.2, ENSGALG00000021570.3, 95, 0.99
ENSGALG00000021570.3, <retired>, 104, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000028095.1, ENSGALG00000028095.2, 86, 0.844308
ENSGALG00000028095.2, ENSGALG00000028095.3, 95, 0.947638
ENSGALG00000028095.3, ENSGALG00000028095.4, 104, 0.398555

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000015241.1, ENSGALG00000015241.2, 36, 0
ENSGALG00000015241.2, ENSGALG00000015241.3, 42, 0.988819
ENSGALG00000015241.3, ENSGALG00000015241.3, 45, 1
ENSGALG00000015241.3, ENSGALG00000015241.3, 51, 1
ENSGALG00000015241.3, ENSGALG00000015241.3, 53, 1
ENSGALG00000015241.3, ENSGALG00000015241.4, 71, 0.480701
ENSGALG00000015241.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000004790.1, ENSGALG00000004790.2, 36, 0
ENSGALG00000004790.2, ENSGALG00000004790.3, 42, 0.759296
ENSGALG00000004790.3, ENSGALG00000004790.3, 45, 1
ENSGALG00000004790.3, ENSGALG00000004790.3, 51, 1
ENSGALG00000004790.3, ENSGALG00000004790.3, 53, 1
ENSGALG00000004790.3, ENSGALG00000004790.4, 71, 0.9333
ENSGALG00000004790.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000004249.1, ENSGALG00000004249.2, 36, 0
ENSGALG00000004249.2, ENSGALG00000004249.3, 42, 0.721694
ENSGALG00000004249.3, ENSGALG00000004249.3, 45, 1
ENSGALG00000004249.3, ENSGALG00000004249.3, 51, 1
ENSGALG00000004249.3, ENSGALG00000004249.3, 53, 1
ENSGALG00000004249.3, ENSGALG00000004249.4, 71, 0.774988
ENSGALG00000004249.4, ENSGALG00000004249.5, 86, 0.947694
ENSGALG00000004249.5, ENSGALG00000004249.6, 95, 0.928823
ENSGALG00000004249.6, ENSGALG00000004249.7, 104, 0.894568

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000000318.1, ENSGALG00000000318.1, 36, 1
ENSGALG00000000318.1, ENSGALG00000000318.2, 42, 0.525449
ENSGALG00000000318.2, ENSGALG00000000318.2, 45, 1
ENSGALG00000000318.2, ENSGALG00000000318.2, 51, 1
ENSGALG00000000318.2, ENSGALG00000000318.2, 53, 1
ENSGALG00000000318.2, ENSGALG00000000318.3, 71, 1
ENSGALG00000000318.3, ENSGALG00000000318.4, 86, 0.980878
ENSGALG00000000318.4, ENSGALG00000000318.5, 95, 0.980822
ENSGALG00000000318.5, ENSGALG00000000318.6, 104, 0.766251

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000003282.1, ENSGALG00000003282.2, 36, 0
ENSGALG00000003282.2, ENSGALG00000003282.3, 42, 0.482178
ENSGALG00000003282.3, ENSGALG00000003282.3, 45, 1
ENSGALG00000003282.3, ENSGALG00000003282.3, 51, 1
ENSGALG00000003282.3, ENSGALG00000003282.3, 53, 1
ENSGALG00000003282.3, ENSGALG00000003282.4, 71, 0.869506
ENSGALG00000003282.4, ENSGALG00000003282.5, 86, 0.846437
ENSGALG00000003282.5, ENSGALG00000003282.6, 95, 0.635864
ENSGALG00000003282.6, ENSGALG00000003282.7, 104, 0.753742

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000001773.1, ENSGALG00000001773.2, 36, 0
ENSGALG00000001773.2, ENSGALG00000001773.3, 42, 0.640846
ENSGALG00000001773.3, ENSGALG00000001773.3, 45, 1
ENSGALG00000001773.3, ENSGALG00000001773.3, 51, 1
ENSGALG00000001773.3, ENSGALG00000001773.3, 53, 1
ENSGALG00000001773.3, ENSGALG00000001773.4, 71, 0.676958
ENSGALG00000001773.4, ENSGALG00000001773.5, 86, 0.805873
ENSGALG00000001773.5, ENSGALG00000001773.6, 95, 0.83754
ENSGALG00000001773.6, ENSGALG00000001773.7, 104, 0.792957

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000008774.1, ENSGALG00000008774.2, 36, 0
ENSGALG00000008774.2, ENSGALG00000008774.3, 42, 0.420353
ENSGALG00000008774.3, ENSGALG00000008774.3, 45, 1
ENSGALG00000008774.3, ENSGALG00000008774.3, 51, 1
ENSGALG00000008774.3, ENSGALG00000008774.3, 53, 1
ENSGALG00000008774.3, ENSGALG00000008774.4, 71, 0.625655
ENSGALG00000008774.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000010005.1, ENSGALG00000010005.1, 36, 1
ENSGALG00000010005.1, ENSGALG00000010005.2, 42, 0.951805
ENSGALG00000010005.2, ENSGALG00000010005.2, 45, 1
ENSGALG00000010005.2, ENSGALG00000010005.2, 51, 1
ENSGALG00000010005.2, ENSGALG00000010005.2, 53, 1
ENSGALG00000010005.2, ENSGALG00000010005.3, 71, 0.889866
ENSGALG00000010005.3, ENSGALG00000010005.4, 86, 0.931699
ENSGALG00000010005.4, ENSGALG00000010005.5, 87, 0.995782
ENSGALG00000010005.5, ENSGALG00000010005.6, 95, 0.918844
ENSGALG00000010005.6, ENSGALG00000010005.7, 104, 0.638332

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000006497.1, ENSGALG00000006497.2, 36, 0
ENSGALG00000006497.2, ENSGALG00000006497.3, 42, 0.891892
ENSGALG00000006497.3, ENSGALG00000006497.3, 45, 1
ENSGALG00000006497.3, ENSGALG00000006497.3, 51, 1
ENSGALG00000006497.3, ENSGALG00000006497.3, 53, 1
ENSGALG00000006497.3, ENSGALG00000006497.4, 71, 0.353544
ENSGALG00000006497.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000026881.1, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000015013.1, ENSGALG00000015013.2, 36, 0
ENSGALG00000015013.2, ENSGALG00000015013.3, 42, 0.738531
ENSGALG00000015013.3, ENSGALG00000015013.3, 45, 1
ENSGALG00000015013.3, ENSGALG00000015013.3, 51, 1
ENSGALG00000015013.3, ENSGALG00000015013.3, 53, 1
ENSGALG00000015013.3, ENSGALG00000015013.4, 71, 0.871722
ENSGALG00000015013.4, ENSGALG00000015013.5, 86, 0.90548
ENSGALG00000015013.5, ENSGALG00000015013.6, 87, 0.848653
ENSGALG00000015013.6, ENSGALG00000015013.7, 95, 0.858211
ENSGALG00000015013.7, ENSGALG00000015013.8, 104, 0.993223

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000027720.1, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000010101.1, ENSGALG00000010101.2, 36, 0
ENSGALG00000010101.2, ENSGALG00000010101.3, 42, 0.510506
ENSGALG00000010101.3, ENSGALG00000010101.3, 45, 1
ENSGALG00000010101.3, ENSGALG00000010101.3, 51, 1
ENSGALG00000010101.3, ENSGALG00000010101.3, 53, 1
ENSGALG00000010101.3, ENSGALG00000010101.4, 71, 0.655587
ENSGALG00000010101.4, ENSGALG00000010101.5, 86, 0.53818
ENSGALG00000010101.5, <retired>, 95, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000022304.1, ENSGALG00000022304.1, 45, 1
ENSGALG00000022304.1, ENSGALG00000022304.1, 51, 1
ENSGALG00000022304.1, ENSGALG00000022304.1, 53, 1
ENSGALG00000022304.1, ENSGALG00000022304.2, 71, 0.261969
ENSGALG00000022304.2, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000010880.1, ENSGALG00000010880.2, 36, 0
ENSGALG00000010880.2, ENSGALG00000010880.3, 42, 1
ENSGALG00000010880.3, ENSGALG00000010880.3, 45, 1
ENSGALG00000010880.3, ENSGALG00000010880.3, 51, 1
ENSGALG00000010880.3, ENSGALG00000010880.3, 53, 1
ENSGALG00000010880.3, ENSGALG00000010880.4, 71, 0.668508
ENSGALG00000010880.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000022172.1, ENSGALG00000022172.1, 45, 1
ENSGALG00000022172.1, ENSGALG00000022172.1, 51, 1
ENSGALG00000022172.1, ENSGALG00000022172.1, 53, 1
ENSGALG00000022172.1, ENSGALG00000022172.2, 71, 0.593542
ENSGALG00000022172.2, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000022404.1, ENSGALG00000022404.1, 45, 1
ENSGALG00000022404.1, ENSGALG00000022404.1, 51, 1
ENSGALG00000022404.1, ENSGALG00000022404.1, 53, 1
ENSGALG00000022404.1, ENSGALG00000022404.2, 71, 0.334185
ENSGALG00000022404.2, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000022295.1, ENSGALG00000022295.1, 45, 1
ENSGALG00000022295.1, ENSGALG00000022295.1, 51, 1
ENSGALG00000022295.1, ENSGALG00000022295.1, 53, 1
ENSGALG00000022295.1, ENSGALG00000022295.2, 71, 0.541326
ENSGALG00000022295.2, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000002523.1, ENSGALG00000002523.2, 36, 0
ENSGALG00000002523.2, ENSGALG00000002523.3, 42, 0.403075
ENSGALG00000002523.3, ENSGALG00000002523.3, 45, 1
ENSGALG00000002523.3, ENSGALG00000002523.3, 51, 1
ENSGALG00000002523.3, ENSGALG00000002523.3, 53, 1
ENSGALG00000002523.3, ENSGALG00000002523.4, 71, 0.538206
ENSGALG00000002523.4, ENSGALG00000002523.5, 86, 0.909076
ENSGALG00000002523.5, ENSGALG00000002523.6, 95, 0.362464
ENSGALG00000002523.6, ENSGALG00000002523.7, 104, 0.907522

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000007630.1, ENSGALG00000007630.2, 36, 0
ENSGALG00000007630.2, ENSGALG00000007630.3, 42, 0.681058
ENSGALG00000007630.3, ENSGALG00000007630.3, 45, 1
ENSGALG00000007630.3, ENSGALG00000007630.3, 51, 1
ENSGALG00000007630.3, ENSGALG00000007630.3, 53, 1
ENSGALG00000007630.3, ENSGALG00000007630.4, 71, 0.889535
ENSGALG00000007630.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000012775.1, ENSGALG00000012775.1, 36, 1
ENSGALG00000012775.1, ENSGALG00000012775.2, 42, 0.620635
ENSGALG00000012775.2, ENSGALG00000012775.2, 45, 1
ENSGALG00000012775.2, ENSGALG00000012775.2, 51, 1
ENSGALG00000012775.2, ENSGALG00000012775.2, 53, 1
ENSGALG00000012775.2, ENSGALG00000012775.3, 71, 0.8365
ENSGALG00000012775.3, ENSGALG00000012775.4, 86, 0.947993
ENSGALG00000012775.4, ENSGALG00000012775.5, 95, 0.997547
ENSGALG00000012775.5, ENSGALG00000012775.6, 104, 0.615447

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000014208.1, ENSGALG00000014208.2, 36, 0
ENSGALG00000014208.2, ENSGALG00000014208.3, 42, 0.410917
ENSGALG00000014208.3, ENSGALG00000014208.3, 45, 1
ENSGALG00000014208.3, ENSGALG00000014208.3, 51, 1
ENSGALG00000014208.3, ENSGALG00000014208.3, 53, 1
ENSGALG00000014208.3, ENSGALG00000014208.4, 71, 0.889738
ENSGALG00000014208.4, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000003403.1, ENSGALG00000003403.2, 36, 0
ENSGALG00000003403.2, ENSGALG00000003403.3, 42, 0.320285
ENSGALG00000003403.3, ENSGALG00000003403.3, 45, 1
ENSGALG00000003403.3, ENSGALG00000003403.3, 51, 1
ENSGALG00000003403.3, ENSGALG00000003403.3, 53, 1
ENSGALG00000003403.3, ENSGALG00000003403.4, 71, 0.498462
ENSGALG00000003403.4, ENSGALG00000003403.5, 86, 0.82789
ENSGALG00000003403.5, ENSGALG00000003403.6, 95, 0.182507
ENSGALG00000003403.6, <retired>, 104, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000022935.1, ENSGALG00000022935.1, 45, 1
ENSGALG00000022935.1, ENSGALG00000022935.1, 51, 1
ENSGALG00000022935.1, ENSGALG00000022935.1, 53, 1
ENSGALG00000022935.1, ENSGALG00000022935.2, 71, 0.55667
ENSGALG00000022935.2, <retired>, 86, 0

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000007641.1, ENSGALG00000007641.1, 36, 1
ENSGALG00000007641.1, ENSGALG00000007641.2, 42, 0.329973
ENSGALG00000007641.2, ENSGALG00000007641.2, 45, 1
ENSGALG00000007641.2, ENSGALG00000007641.2, 51, 1
ENSGALG00000007641.2, ENSGALG00000007641.2, 53, 1
ENSGALG00000007641.2, ENSGALG00000007641.3, 71, 0.870108
ENSGALG00000007641.3, ENSGALG00000007641.4, 86, 0.874855
ENSGALG00000007641.4, ENSGALG00000007641.5, 87, 0.974652
ENSGALG00000007641.5, ENSGALG00000007641.6, 95, 0.96269
ENSGALG00000007641.6, ENSGALG00000007641.7, 104, 0.512897

Old stable ID, New stable ID, Release, Mapping score
ENSGALG00000005768.1, ENSGALG00000005768.2, 36, 0
ENSGALG00000005768.2, ENSGALG00000005768.3, 42, 0.758797
ENSGALG00000005768.3, ENSGALG00000005768.3, 45, 1
ENSGALG00000005768.3, ENSGALG00000005768.3, 51, 1
ENSGALG00000005768.3, ENSGALG00000005768.3, 53, 1
ENSGALG00000005768.3, ENSGALG00000005768.4, 71, 0.382269
ENSGALG00000005768.4, ENSGALG00000005768.5, 86, 0.774958
ENSGALG00000005768.5, ENSGALG00000005768.6, 95, 0.99
ENSGALG00000005768.6, ENSGALG00000005768.7, 104, 0.830861

